customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01420,Male,0,Yes,No,17,No,Fiber optic,No,No,Two year,Mailed check,115.3,1960.11,1
CUST01421,Female,0,Yes,No,3,No,DSL,Yes,Yes,Month-to-month,Electronic check,52.94,158.83,1
CUST01422,Female,1,No,Yes,72,No,DSL,Yes,Yes,Two year,Credit card,40.1,2887.42,1
CUST01423,Male,0,No,Yes,23,Yes,None,No internet service,No internet service,Two year,Credit card,26.21,602.81,0
CUST01424,Female,0,Yes,Yes,65,Yes,None,No internet service,No internet service,One year,Credit card,44.81,2912.38,0
CUST01425,Female,1,No,Yes,35,Yes,DSL,Yes,No,One year,Mailed check,59.84,2094.26,1
CUST01426,Female,1,No,No,57,Yes,Fiber optic,No,Yes,Two year,Bank transfer,77.36,4409.55,0
CUST01427,Female,0,Yes,Yes,39,No,DSL,Yes,Yes,Two year,Mailed check,75.47,2943.46,1
CUST01428,Female,1,No,Yes,45,Yes,DSL,Yes,Yes,One year,Bank transfer,43.34,1950.44,0
CUST01429,Female,0,Yes,No,40,No,None,No internet service,No internet service,Two year,Mailed check,39.62,1584.97,0
CUST01430,Female,1,No,No,22,No,DSL,No,Yes,Month-to-month,Mailed check,46.89,1031.52,1
CUST01431,Female,0,No,No,66,No,None,No internet service,No internet service,Two year,Bank transfer,49.68,3278.9,1
CUST01432,Female,0,No,No,6,Yes,None,No internet service,No internet service,Month-to-month,Credit card,31.87,191.24,1
CUST01433,Male,1,Yes,No,9,Yes,DSL,Yes,Yes,Month-to-month,Bank transfer,40.63,365.71,1
CUST01434,Female,0,Yes,Yes,3,Yes,DSL,No,Yes,Two year,Bank transfer,41.71,125.14,1
CUST01435,Male,1,Yes,Yes,39,No,DSL,Yes,Yes,One year,Electronic check,71.27,2779.7,1
CUST01436,Female,0,Yes,No,61,Yes,Fiber optic,No,Yes,One year,Electronic check,110.45,6737.64,1
CUST01437,Male,0,No,No,26,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,72.23,1877.92,0
CUST01438,Female,0,No,No,67,Yes,Fiber optic,No,Yes,Month-to-month,Credit card,87.04,5831.46,1
CUST01439,Female,0,Yes,Yes,27,No,DSL,Yes,Yes,One year,Bank transfer,77.4,2089.67,1
CUST01440,Female,1,Yes,Yes,40,No,None,No internet service,No internet service,Two year,Bank transfer,48.5,1939.87,0
CUST01441,Male,1,Yes,Yes,52,Yes,DSL,No,Yes,Month-to-month,Mailed check,43.71,2273,1
CUST01442,Female,1,No,Yes,20,Yes,DSL,No,No,Two year,Credit card,47.19,943.78,1
CUST01443,Female,0,No,Yes,6,No,DSL,Yes,No,Two year,Mailed check,73.13,438.77,0
CUST01444,Male,0,Yes,No,70,No,None,No internet service,No internet service,Month-to-month,Electronic check,35.35,2474.37,1
CUST01445,Male,0,No,Yes,12,Yes,Fiber optic,Yes,No,Month-to-month,Credit card,92.95,1115.4,1
CUST01446,Male,0,Yes,Yes,53,No,Fiber optic,No,Yes,Month-to-month,Credit card,70.94,3759.66,1
CUST01447,Female,0,Yes,Yes,53,No,None,No internet service,No internet service,One year,Mailed check,20.49,1085.77,0
CUST01448,Male,0,No,Yes,6,No,Fiber optic,Yes,Yes,One year,Bank transfer,79.63,477.77,0
CUST01449,Female,0,Yes,No,61,Yes,None,No internet service,No internet service,Two year,Credit card,26.27,1602.19,0
CUST01450,Male,1,Yes,No,44,Yes,None,No internet service,No internet service,Month-to-month,Credit card,33.81,1487.62,1
CUST01451,Male,0,Yes,Yes,31,No,Fiber optic,Yes,Yes,One year,Electronic check,89.54,2775.68,0
CUST01452,Male,0,Yes,No,47,No,DSL,No,Yes,Two year,Credit card,48.15,2262.97,1
CUST01453,Female,0,Yes,No,55,Yes,DSL,No,Yes,One year,Mailed check,51.78,2848.14,1
CUST01454,Female,1,Yes,No,33,Yes,Fiber optic,Yes,No,Two year,Mailed check,74.93,2472.57,0
CUST01455,Female,0,No,Yes,52,Yes,DSL,No,No,Month-to-month,Bank transfer,42.44,2206.9,1
CUST01456,Female,0,Yes,Yes,48,No,None,No internet service,No internet service,One year,Credit card,40.77,1956.87,1
CUST01457,Male,0,Yes,Yes,69,No,Fiber optic,No,Yes,Month-to-month,Mailed check,53.45,3687.71,0
CUST01458,Male,1,No,No,36,No,None,No internet service,No internet service,Month-to-month,Credit card,28.65,1031.51,1
CUST01459,Male,0,Yes,Yes,68,Yes,Fiber optic,No,Yes,Month-to-month,Credit card,83.07,5648.55,0
CUST01460,Male,1,Yes,Yes,44,Yes,DSL,Yes,No,Month-to-month,Bank transfer,43.3,1905.35,1
CUST01461,Female,0,No,No,41,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,56.29,2307.88,0
CUST01462,Female,0,No,Yes,8,No,DSL,Yes,No,Month-to-month,Electronic check,46.23,369.83,0
CUST01463,Female,0,Yes,No,8,Yes,DSL,Yes,Yes,Two year,Electronic check,39.31,314.47,0
CUST01464,Female,0,No,Yes,38,No,DSL,No,No,One year,Mailed check,45.78,1739.64,0
CUST01465,Female,1,No,Yes,46,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,75.5,3473.1,0
CUST01466,Female,0,Yes,Yes,21,Yes,DSL,Yes,Yes,One year,Bank transfer,67.37,1414.79,1
CUST01467,Female,1,No,No,51,No,None,No internet service,No internet service,One year,Bank transfer,29.46,1502.21,1
CUST01468,Male,0,Yes,Yes,26,Yes,None,No internet service,No internet service,Two year,Credit card,15.99,415.66,1
CUST01469,Female,1,Yes,No,63,Yes,DSL,No,Yes,One year,Bank transfer,52.36,3298.85,1
CUST01470,Female,1,No,No,11,No,None,No internet service,No internet service,Month-to-month,Mailed check,42.95,472.48,1
CUST01471,Female,1,Yes,No,29,Yes,Fiber optic,Yes,Yes,One year,Electronic check,100.24,2906.88,0
CUST01472,Female,0,Yes,Yes,23,No,DSL,No,Yes,Month-to-month,Bank transfer,46.11,1060.63,0
CUST01473,Male,1,Yes,Yes,19,No,None,No internet service,No internet service,Two year,Mailed check,32.49,617.27,1
CUST01474,Male,0,Yes,No,57,Yes,Fiber optic,Yes,No,Two year,Credit card,61.91,3528.6,1
CUST01475,Female,0,Yes,Yes,70,Yes,Fiber optic,No,No,One year,Bank transfer,53.65,3755.15,0
CUST01476,Male,1,No,No,26,Yes,DSL,No,Yes,Two year,Bank transfer,67.44,1753.39,0
CUST01477,Female,0,No,No,9,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer,94.31,848.78,1
CUST01478,Male,1,Yes,Yes,72,No,DSL,Yes,Yes,One year,Electronic check,35.59,2562.57,1
CUST01479,Female,1,No,No,44,No,None,No internet service,No internet service,Month-to-month,Electronic check,35.82,1576.01,0
CUST01480,Male,0,No,No,18,No,DSL,Yes,Yes,Two year,Electronic check,32.49,584.89,1
CUST01481,Male,1,Yes,No,17,Yes,Fiber optic,Yes,No,Two year,Bank transfer,54.24,922.12,1
CUST01482,Female,1,No,No,5,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer,113.01,565.06,1
CUST01483,Female,0,No,Yes,63,Yes,Fiber optic,No,Yes,Two year,Credit card,115.25,7260.66,0
CUST01484,Female,1,Yes,No,16,Yes,Fiber optic,No,Yes,Month-to-month,Credit card,106.26,1700.22,1
CUST01485,Male,0,Yes,Yes,63,Yes,DSL,No,Yes,Two year,Mailed check,47.55,2995.77,0
CUST01486,Female,1,Yes,No,17,Yes,DSL,Yes,Yes,One year,Electronic check,69.84,1187.34,0
CUST01487,Female,0,Yes,No,23,Yes,Fiber optic,Yes,No,Two year,Electronic check,87.21,2005.9,1
CUST01488,Male,0,No,No,0,Yes,Fiber optic,No,Yes,Two year,Mailed check,95.51,0,1
CUST01489,Female,0,No,No,59,Yes,Fiber optic,No,Yes,One year,Bank transfer,109.09,6436.37,1
CUST01490,Female,0,Yes,No,51,No,Fiber optic,No,No,One year,Electronic check,72.44,3694.23,1
CUST01491,Female,1,No,No,3,Yes,Fiber optic,Yes,Yes,One year,Electronic check,87.16,261.47,1
CUST01492,Female,0,No,No,61,No,DSL,Yes,No,Two year,Bank transfer,73.09,4458.66,0
CUST01493,Male,1,Yes,Yes,28,No,None,No internet service,No internet service,Two year,Credit card,30.67,858.75,0
CUST01494,Female,1,Yes,Yes,7,No,None,No internet service,No internet service,One year,Credit card,45.93,321.48,0
CUST01495,Male,1,No,No,19,No,DSL,No,No,Two year,Bank transfer,69.85,1327.22,0
CUST01496,Female,0,No,Yes,12,Yes,None,No internet service,No internet service,Two year,Electronic check,37.73,452.82,1
CUST01497,Female,1,No,No,13,No,None,No internet service,No internet service,Month-to-month,Credit card,49.01,637.16,1
CUST01498,Male,0,Yes,Yes,57,No,DSL,No,No,Month-to-month,Bank transfer,55.82,3181.87,0
CUST01499,Male,0,No,Yes,71,Yes,None,No internet service,No internet service,Two year,Bank transfer,38.76,2751.84,0
CUST01500,Female,0,No,No,57,No,Fiber optic,No,No,One year,Mailed check,97.52,5558.86,0
CUST01501,Female,1,No,No,33,Yes,DSL,No,No,Two year,Bank transfer,46.47,1533.52,0
CUST01502,Male,0,Yes,No,59,Yes,DSL,No,No,One year,Electronic check,39.11,2307.74,0
CUST01503,Male,1,Yes,Yes,4,No,Fiber optic,No,No,Two year,Mailed check,115.54,462.16,1
CUST01504,Female,1,Yes,Yes,21,Yes,None,No internet service,No internet service,Month-to-month,Mailed check,43.57,915.07,0
CUST01505,Female,0,No,No,50,No,Fiber optic,No,Yes,One year,Mailed check,55.04,2752.01,0
CUST01506,Male,0,Yes,Yes,61,Yes,None,No internet service,No internet service,Two year,Electronic check,25.57,1560.03,0
CUST01507,Female,1,No,Yes,25,No,DSL,Yes,Yes,One year,Mailed check,40.66,1016.49,0
CUST01508,Female,0,No,No,43,No,DSL,Yes,No,Two year,Mailed check,76.92,3307.74,1
CUST01509,Male,1,Yes,Yes,2,No,DSL,Yes,No,Month-to-month,Electronic check,52.67,105.33,1
CUST01510,Male,1,No,No,61,Yes,None,No internet service,No internet service,One year,Mailed check,36.25,2211.52,1
CUST01511,Female,0,No,No,59,No,Fiber optic,Yes,No,Two year,Mailed check,61.82,3647.47,0
CUST01512,Male,0,No,No,10,Yes,None,No internet service,No internet service,One year,Electronic check,38.73,387.3,1
CUST01513,Male,1,Yes,No,15,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer,59.41,891.12,0
CUST01514,Female,1,No,Yes,40,Yes,DSL,No,No,Month-to-month,Credit card,51.33,2053.06,1
CUST01515,Male,1,No,No,18,Yes,Fiber optic,No,Yes,Two year,Bank transfer,71.41,1285.35,1
CUST01516,Female,1,No,No,5,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card,73.36,366.8,1
CUST01517,Female,0,No,No,63,Yes,None,No internet service,No internet service,One year,Mailed check,45.75,2882.32,1
CUST01518,Female,1,Yes,Yes,67,No,None,No internet service,No internet service,Two year,Credit card,33.43,2239.56,1
CUST01519,Male,1,No,Yes,31,Yes,None,No internet service,No internet service,Month-to-month,Credit card,15.73,487.51,1
CUST01520,Male,1,Yes,Yes,40,Yes,None,No internet service,No internet service,Two year,Electronic check,40.71,1628.55,1
CUST01521,Female,0,No,Yes,10,No,Fiber optic,No,Yes,Month-to-month,Bank transfer,99.62,996.18,1
CUST01522,Female,0,No,Yes,27,No,DSL,No,Yes,Month-to-month,Credit card,62.91,1698.59,1
CUST01523,Male,1,Yes,Yes,44,Yes,DSL,Yes,No,Month-to-month,Electronic check,72.88,3206.61,0
CUST01524,Male,1,Yes,Yes,54,No,None,No internet service,No internet service,One year,Credit card,47.21,2549.21,0
CUST01525,Female,0,Yes,Yes,7,No,None,No internet service,No internet service,Two year,Credit card,17.16,120.14,0
CUST01526,Female,0,No,Yes,34,No,Fiber optic,Yes,Yes,One year,Credit card,93.81,3189.48,1
CUST01527,Male,0,No,No,66,Yes,Fiber optic,Yes,No,Month-to-month,Mailed check,53.89,3556.99,1
CUST01528,Male,0,No,No,3,Yes,Fiber optic,No,No,Two year,Bank transfer,102.13,306.39,1
CUST01529,Male,0,No,No,3,No,DSL,Yes,Yes,One year,Credit card,55.84,167.52,0
CUST01530,Female,1,Yes,Yes,15,Yes,DSL,No,Yes,Month-to-month,Electronic check,31.4,470.99,0
CUST01531,Female,0,No,Yes,48,No,None,No internet service,No internet service,Month-to-month,Mailed check,20.74,995.32,0
CUST01532,Female,0,Yes,Yes,0,No,Fiber optic,Yes,Yes,One year,Credit card,64.58,0,1
CUST01533,Male,1,Yes,No,61,Yes,Fiber optic,Yes,No,One year,Mailed check,68.21,4160.63,0
CUST01534,Male,1,No,No,18,No,DSL,No,Yes,One year,Electronic check,79.97,1439.53,0
CUST01535,Female,1,No,No,51,Yes,None,No internet service,No internet service,Two year,Credit card,15.72,801.47,1
CUST01536,Male,0,Yes,Yes,28,Yes,None,No internet service,No internet service,Two year,Credit card,29.79,834.22,1
CUST01537,Male,1,Yes,No,18,No,None,No internet service,No internet service,Two year,Electronic check,28.13,506.34,0
CUST01538,Female,0,Yes,Yes,17,No,DSL,Yes,Yes,Month-to-month,Bank transfer,61.13,1039.19,1
CUST01539,Female,1,Yes,Yes,69,Yes,Fiber optic,Yes,Yes,Month-to-month,Mailed check,60.58,4179.85,1
CUST01540,Female,0,No,Yes,33,Yes,DSL,Yes,No,Two year,Credit card,38.65,1275.54,0
CUST01541,Female,1,No,No,36,No,Fiber optic,Yes,No,Two year,Credit card,99.42,3579.08,1
CUST01542,Female,0,Yes,Yes,14,Yes,DSL,No,Yes,One year,Mailed check,70.34,984.8,0
CUST01543,Male,0,Yes,No,8,Yes,None,No internet service,No internet service,Two year,Electronic check,18.61,148.91,1
CUST01544,Female,1,Yes,Yes,12,Yes,DSL,No,Yes,Month-to-month,Credit card,61.48,737.78,0
CUST01545,Female,1,Yes,Yes,39,No,DSL,No,No,One year,Credit card,52.44,2045.29,0
CUST01546,Female,0,No,No,51,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,50.06,2553.13,1
CUST01547,Male,0,Yes,Yes,70,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer,95.15,6660.18,1
CUST01548,Female,0,No,Yes,40,Yes,Fiber optic,Yes,No,One year,Mailed check,82.32,3292.75,0
CUST01549,Female,1,Yes,Yes,52,Yes,Fiber optic,Yes,No,Month-to-month,Credit card,85.09,4424.91,1
CUST01550,Male,0,No,Yes,48,Yes,DSL,Yes,Yes,Month-to-month,Bank transfer,73.57,3531.13,1
CUST01551,Female,1,Yes,No,27,No,Fiber optic,Yes,Yes,One year,Mailed check,54.7,1477,0
CUST01552,Female,1,Yes,No,13,No,DSL,No,Yes,One year,Bank transfer,72.55,943.1,0
CUST01553,Female,1,No,No,63,No,DSL,No,Yes,One year,Mailed check,75.12,4732.25,1
CUST01554,Female,1,Yes,No,36,No,DSL,Yes,No,Two year,Mailed check,57.92,2085.25,0
CUST01555,Male,1,No,Yes,70,Yes,None,No internet service,No internet service,Two year,Credit card,42.89,3002.06,0
CUST01556,Female,0,No,Yes,44,Yes,Fiber optic,Yes,No,Two year,Credit card,107.08,4711.72,0
CUST01557,Male,1,Yes,Yes,35,Yes,None,No internet service,No internet service,One year,Mailed check,39.66,1387.99,0
CUST01558,Female,0,No,Yes,28,No,DSL,No,No,One year,Bank transfer,63.53,1778.76,0
CUST01559,Male,0,Yes,Yes,2,No,DSL,No,Yes,One year,Electronic check,64.89,129.78,1
CUST01560,Female,0,Yes,No,44,No,Fiber optic,Yes,No,Month-to-month,Electronic check,104.07,4579.18,0
CUST01561,Female,0,Yes,No,62,Yes,DSL,Yes,No,Two year,Mailed check,38.42,2382.17,0
CUST01562,Female,0,Yes,No,45,No,None,No internet service,No internet service,One year,Bank transfer,29.77,1339.51,1
CUST01563,Female,1,Yes,No,31,No,None,No internet service,No internet service,Month-to-month,Mailed check,46.5,1441.6,1
CUST01564,Female,0,Yes,Yes,66,Yes,DSL,No,Yes,Month-to-month,Bank transfer,36.13,2384.87,1
CUST01565,Male,1,Yes,Yes,2,Yes,Fiber optic,No,No,One year,Credit card,84.77,169.55,0
CUST01566,Male,1,Yes,No,0,No,None,No internet service,No internet service,Month-to-month,Bank transfer,24.01,0,0
CUST01567,Female,0,No,No,29,No,None,No internet service,No internet service,Month-to-month,Bank transfer,27.29,791.44,1
CUST01568,Female,0,Yes,No,23,No,Fiber optic,No,No,Two year,Electronic check,68.88,1584.25,1
CUST01569,Male,1,Yes,No,31,No,Fiber optic,Yes,Yes,Month-to-month,Mailed check,52.7,1633.82,1
CUST01570,Female,1,No,No,28,Yes,Fiber optic,Yes,No,Two year,Bank transfer,106.14,2971.85,0
CUST01571,Male,0,Yes,Yes,9,Yes,DSL,No,Yes,Month-to-month,Credit card,47.66,428.92,0
CUST01572,Female,0,Yes,No,11,Yes,DSL,No,No,One year,Mailed check,32.28,355.03,0
CUST01573,Male,1,No,Yes,3,Yes,DSL,Yes,Yes,Two year,Bank transfer,63.39,190.16,0
CUST01574,Male,1,No,Yes,68,No,DSL,Yes,No,One year,Credit card,74.13,5041,0
CUST01575,Female,1,Yes,No,2,Yes,None,No internet service,No internet service,Two year,Electronic check,16.39,32.77,0
CUST01576,Female,0,No,No,22,Yes,None,No internet service,No internet service,Month-to-month,Electronic check,40.01,880.18,1
CUST01577,Male,0,Yes,No,47,Yes,DSL,Yes,Yes,Month-to-month,Credit card,44.63,2097.42,0
CUST01578,Female,1,No,Yes,52,Yes,None,No internet service,No internet service,One year,Credit card,39.15,2035.93,1
CUST01579,Female,0,No,No,66,No,Fiber optic,No,Yes,One year,Bank transfer,118.78,7839.63,0
CUST01580,Female,0,Yes,No,41,Yes,DSL,Yes,No,One year,Mailed check,48.5,1988.65,0
CUST01581,Female,1,Yes,Yes,4,No,DSL,Yes,Yes,Two year,Bank transfer,65.53,262.1,1
CUST01582,Male,1,No,No,27,Yes,DSL,Yes,Yes,Month-to-month,Bank transfer,46.14,1245.76,0
CUST01583,Female,1,No,No,66,No,Fiber optic,Yes,No,One year,Mailed check,53.91,3558.15,0
CUST01584,Female,1,Yes,Yes,66,Yes,None,No internet service,No internet service,One year,Mailed check,24.1,1590.71,0
CUST01585,Male,1,No,No,6,Yes,None,No internet service,No internet service,Two year,Electronic check,20.33,121.98,1
CUST01586,Male,0,Yes,No,40,Yes,Fiber optic,Yes,Yes,One year,Credit card,84.53,3381.2,1
CUST01587,Male,0,No,No,37,No,DSL,Yes,Yes,Month-to-month,Electronic check,52.44,1940.42,1
CUST01588,Male,1,Yes,No,16,No,Fiber optic,No,No,One year,Credit card,72.57,1161.19,0
CUST01589,Male,0,No,No,57,Yes,None,No internet service,No internet service,Two year,Mailed check,26.08,1486.52,0
CUST01590,Female,0,No,Yes,3,No,DSL,No,No,Month-to-month,Credit card,45.48,136.45,1
CUST01591,Male,0,No,Yes,60,No,Fiber optic,Yes,No,One year,Mailed check,72.13,4327.73,1
CUST01592,Female,0,Yes,No,11,Yes,Fiber optic,No,No,Two year,Electronic check,83.78,921.57,1
CUST01593,Male,0,Yes,No,65,Yes,None,No internet service,No internet service,Two year,Credit card,31.7,2060.77,0
CUST01594,Male,0,Yes,No,14,No,Fiber optic,No,No,One year,Electronic check,65.84,921.74,0
CUST01595,Female,1,No,Yes,18,Yes,None,No internet service,No internet service,One year,Mailed check,35.06,631.11,1
CUST01596,Female,1,No,Yes,42,No,Fiber optic,Yes,No,One year,Bank transfer,84.57,3551.75,0
CUST01597,Male,1,Yes,Yes,32,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer,119.68,3829.8,1
CUST01598,Female,0,Yes,No,61,No,None,No internet service,No internet service,Two year,Credit card,23.39,1426.55,1
CUST01599,Male,0,Yes,No,44,Yes,Fiber optic,Yes,Yes,Two year,Mailed check,58.73,2584.26,0
CUST01600,Male,0,Yes,No,46,No,Fiber optic,Yes,No,Month-to-month,Electronic check,56.88,2616.59,1
CUST01601,Male,1,No,No,62,No,None,No internet service,No internet service,One year,Credit card,20.16,1249.77,1
CUST01602,Female,0,Yes,No,41,No,Fiber optic,Yes,Yes,One year,Credit card,60.53,2481.9,0
CUST01603,Female,1,No,Yes,61,No,Fiber optic,No,No,Month-to-month,Electronic check,63.66,3883.19,1
CUST01604,Male,0,Yes,No,59,Yes,None,No internet service,No internet service,Month-to-month,Bank transfer,39.55,2333.41,0
CUST01605,Female,1,No,Yes,67,Yes,Fiber optic,No,No,Two year,Electronic check,92.08,6169.34,0
CUST01606,Male,0,Yes,Yes,33,Yes,Fiber optic,No,No,Two year,Mailed check,93.84,3096.69,1
CUST01607,Male,0,Yes,Yes,56,No,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,75.28,4215.84,1
CUST01608,Female,1,Yes,No,4,No,Fiber optic,Yes,Yes,Month-to-month,Electronic check,94.65,378.58,1
CUST01609,Male,0,Yes,Yes,41,No,DSL,Yes,No,Two year,Mailed check,71.18,2918.34,1
CUST01610,Male,0,Yes,Yes,67,No,DSL,No,No,One year,Bank transfer,61.22,4101.8,1
CUST01611,Female,0,No,Yes,9,No,None,No internet service,No internet service,One year,Credit card,38.76,348.87,0
CUST01612,Male,0,Yes,No,43,No,DSL,Yes,Yes,Month-to-month,Bank transfer,30.93,1329.79,0
CUST01613,Female,0,No,No,13,No,Fiber optic,No,No,Month-to-month,Electronic check,100.38,1304.93,1
CUST01614,Male,1,Yes,No,8,Yes,Fiber optic,Yes,No,Month-to-month,Credit card,86.86,694.91,1
CUST01615,Male,0,No,Yes,2,No,DSL,No,Yes,One year,Mailed check,46.13,92.25,1
CUST01616,Female,1,No,No,10,Yes,None,No internet service,No internet service,Two year,Electronic check,38.69,386.87,0
CUST01617,Female,1,No,Yes,26,No,Fiber optic,No,No,Month-to-month,Credit card,69.66,1811.06,1
CUST01618,Female,0,Yes,Yes,68,No,DSL,No,No,One year,Credit card,35.52,2415.48,0
CUST01619,Female,0,No,Yes,4,No,DSL,Yes,No,Two year,Bank transfer,56.67,226.69,0
CUST01620,Male,1,No,Yes,39,No,None,No internet service,No internet service,Month-to-month,Bank transfer,24.14,941.65,1
CUST01621,Male,0,No,No,8,No,None,No internet service,No internet service,Two year,Electronic check,29.17,233.34,0
CUST01622,Female,1,No,Yes,71,No,DSL,Yes,Yes,Month-to-month,Credit card,41.66,2957.52,0
CUST01623,Male,0,Yes,No,17,Yes,None,No internet service,No internet service,Two year,Bank transfer,24.09,409.61,0
CUST01624,Male,1,Yes,Yes,54,No,None,No internet service,No internet service,One year,Bank transfer,27.75,1498.76,0
CUST01625,Female,1,Yes,No,37,No,None,No internet service,No internet service,One year,Mailed check,42.36,1567.36,1
CUST01626,Female,1,No,Yes,50,Yes,Fiber optic,Yes,No,Two year,Credit card,108.61,5430.26,0
CUST01627,Female,0,Yes,Yes,28,Yes,Fiber optic,Yes,Yes,Two year,Mailed check,86.53,2422.95,1
CUST01628,Male,1,Yes,No,65,No,Fiber optic,Yes,Yes,Two year,Credit card,89.61,5824.33,1
CUST01629,Male,0,No,Yes,16,Yes,None,No internet service,No internet service,Two year,Electronic check,30.88,494.07,1
CUST01630,Male,0,No,No,12,Yes,None,No internet service,No internet service,Month-to-month,Bank transfer,15.62,187.41,1
CUST01631,Male,1,Yes,No,53,No,None,No internet service,No internet service,Two year,Bank transfer,15.56,824.54,1
CUST01632,Male,0,Yes,No,22,Yes,DSL,Yes,Yes,One year,Bank transfer,58.93,1296.54,0
CUST01633,Female,0,No,No,48,No,DSL,No,No,Month-to-month,Electronic check,31.36,1505.25,1
CUST01634,Female,0,Yes,No,53,No,Fiber optic,No,No,Two year,Credit card,116.61,6180.48,1
CUST01635,Female,1,No,No,16,No,None,No internet service,No internet service,Month-to-month,Electronic check,17.39,278.31,1
CUST01636,Male,1,Yes,Yes,49,Yes,Fiber optic,Yes,No,One year,Electronic check,108.13,5298.4,1
CUST01637,Female,1,No,Yes,19,No,None,No internet service,No internet service,One year,Credit card,41.69,792.03,1
CUST01638,Male,1,No,No,63,Yes,Fiber optic,No,No,Two year,Bank transfer,64.09,4037.43,1
CUST01639,Female,0,No,Yes,40,No,DSL,Yes,Yes,One year,Bank transfer,79.84,3193.41,1
CUST01640,Female,1,No,No,67,No,DSL,Yes,No,Two year,Electronic check,75.54,5061.37,0
CUST01641,Male,0,Yes,Yes,57,No,DSL,No,No,Two year,Electronic check,32.75,1867.03,1
CUST01642,Female,1,Yes,No,50,Yes,None,No internet service,No internet service,One year,Electronic check,27.81,1390.39,1
CUST01643,Female,1,Yes,No,36,No,DSL,Yes,No,One year,Electronic check,37.64,1355.02,1
CUST01644,Male,0,No,Yes,38,No,Fiber optic,No,Yes,One year,Electronic check,93.2,3541.44,0
CUST01645,Male,0,Yes,No,53,No,DSL,Yes,Yes,Month-to-month,Bank transfer,50.33,2667.75,1
CUST01646,Female,1,Yes,Yes,57,No,None,No internet service,No internet service,One year,Bank transfer,20.02,1141.13,0
CUST01647,Female,0,Yes,Yes,18,Yes,None,No internet service,No internet service,Two year,Electronic check,23.68,426.28,0
CUST01648,Female,0,No,Yes,2,Yes,None,No internet service,No internet service,One year,Bank transfer,43.76,87.52,0
CUST01649,Male,0,Yes,Yes,44,Yes,Fiber optic,Yes,Yes,One year,Bank transfer,115.61,5086.99,0
CUST01650,Male,0,No,Yes,64,No,DSL,Yes,No,One year,Bank transfer,42.4,2713.52,0
CUST01651,Female,0,No,No,22,Yes,DSL,Yes,No,Two year,Credit card,39.84,876.43,1
CUST01652,Male,0,No,No,37,Yes,DSL,No,No,One year,Bank transfer,40.39,1494.37,1
CUST01653,Female,0,Yes,Yes,37,Yes,DSL,Yes,Yes,Two year,Bank transfer,56.93,2106.55,1
CUST01654,Male,0,Yes,No,36,Yes,DSL,Yes,Yes,Month-to-month,Credit card,42.57,1532.35,0
CUST01655,Male,0,Yes,Yes,57,No,Fiber optic,No,No,One year,Electronic check,76.42,4356.03,0
CUST01656,Female,0,No,No,25,No,Fiber optic,No,No,One year,Credit card,54.74,1368.56,1
CUST01657,Female,1,No,Yes,70,No,None,No internet service,No internet service,One year,Mailed check,18.34,1284.08,0
CUST01658,Female,1,No,No,6,No,DSL,No,Yes,Month-to-month,Bank transfer,55.97,335.84,1
CUST01659,Male,1,No,Yes,64,No,DSL,No,No,One year,Electronic check,46.18,2955.32,1
CUST01660,Female,1,No,Yes,27,Yes,Fiber optic,No,Yes,Two year,Electronic check,96.36,2601.82,1
CUST01661,Female,0,Yes,Yes,64,No,Fiber optic,No,No,Two year,Credit card,117.44,7516.33,1
CUST01662,Male,1,No,No,57,Yes,None,No internet service,No internet service,Month-to-month,Electronic check,41.67,2375.25,1
CUST01663,Male,1,Yes,Yes,5,No,DSL,No,No,One year,Electronic check,39.23,196.14,0
CUST01664,Male,0,Yes,Yes,64,No,DSL,No,Yes,Two year,Bank transfer,45.29,2898.34,1
CUST01665,Female,0,No,Yes,31,Yes,Fiber optic,Yes,No,Month-to-month,Credit card,67.66,2097.59,0
CUST01666,Female,0,Yes,No,52,No,None,No internet service,No internet service,Month-to-month,Mailed check,25.16,1308.07,0
CUST01667,Female,1,Yes,No,15,No,None,No internet service,No internet service,Month-to-month,Bank transfer,47.87,718.05,0
CUST01668,Male,1,No,No,27,Yes,None,No internet service,No internet service,Two year,Bank transfer,45,1215.04,1
CUST01669,Female,1,No,Yes,31,Yes,DSL,Yes,Yes,One year,Mailed check,67.07,2079.21,0
CUST01670,Female,0,No,No,36,No,DSL,Yes,Yes,Two year,Electronic check,77.89,2804.13,1
CUST01671,Male,0,Yes,Yes,64,No,DSL,No,Yes,Month-to-month,Electronic check,51.26,3280.84,0
CUST01672,Male,0,No,No,36,No,None,No internet service,No internet service,Month-to-month,Mailed check,17.41,626.92,0
